Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Gender,Region,Target_Age,Impressions,Clicks,Conversions,CTR,CPC,Conversion_Rate
CAMP_0265,30032,53,Google,Story,Female,UK,45-54,1381472,48019,2459,3.48,0.63,5.12
CAMP_0266,42846,81,Facebook,Text,Female,US,55+,1371072,65305,2531,4.76,0.66,3.88
CAMP_0267,64474,63,Instagram,Story,Male,UK,18-24,1418428,58207,2039,4.1,1.11,3.5
CAMP_0268,49936,51,Google,Text,All,Canada,18-24,2047376,30951,728,1.51,1.61,2.35
CAMP_0269,34794,39,Google,Video,Female,Germany,35-44,1113408,26610,2343,2.39,1.31,8.8
CAMP_0270,66588,23,Instagram,Video,Female,Canada,25-34,1731288,47464,2296,2.74,1.4,4.84
CAMP_0271,75984,76,Facebook,Story,All,Canada,45-54,3723216,96202,14298,2.58,0.79,14.86
CAMP_0272,55331,10,TikTok,Carousel,Male,Germany,45-54,1659930,61039,5778,3.68,0.91,9.47
CAMP_0273,99397,26,Facebook,Text,All,Germany,25-34,1093367,49940,1893,4.57,1.99,3.79
CAMP_0274,33141,53,YouTube,Image,All,Japan,18-24,1524486,33907,3714,2.22,0.98,10.95
CAMP_0275,14074,21,LinkedIn,Story,Female,Japan,35-44,211110,6771,925,3.21,2.08,13.66
CAMP_0276,11406,76,Instagram,Image,All,India,35-44,307962,12803,1496,4.16,0.89,11.68
CAMP_0277,28291,53,TikTok,Story,All,France,45-54,1103349,29402,880,2.66,0.96,2.99
CAMP_0278,46568,84,Instagram,Carousel,Female,France,35-44,1443608,24143,3294,1.67,1.93,13.64
CAMP_0279,51851,81,Instagram,Carousel,Female,India,25-34,2177742,63150,7780,2.9,0.82,12.32
CAMP_0280,59823,15,Facebook,Carousel,Female,Canada,18-24,2333097,28484,1155,1.22,2.1,4.05
CAMP_0281,28312,22,LinkedIn,Carousel,Female,Canada,25-34,736112,35109,938,4.77,0.81,2.67
CAMP_0282,48108,75,YouTube,Video,All,US,55+,1972428,25627,2369,1.3,1.88,9.24
CAMP_0283,71918,67,Google,Video,All,US,45-54,1654114,45551,1835,2.75,1.58,4.03
CAMP_0284,39171,16,Google,Text,Male,France,35-44,744249,23217,2983,3.12,1.69,12.85
CAMP_0285,46779,56,Instagram,Image,Male,India,55+,2105055,104015,6925,4.94,0.45,6.66
CAMP_0286,73828,9,LinkedIn,Story,All,Australia,35-44,3174604,52828,7325,1.66,1.4,13.87
CAMP_0287,17411,83,TikTok,Story,Male,Japan,18-24,313398,4568,427,1.46,3.81,9.35
CAMP_0288,62009,76,Facebook,Video,All,Australia,18-24,2294333,23742,1038,1.03,2.61,4.37
CAMP_0289,20422,87,LinkedIn,Story,Male,India,18-24,408440,6626,252,1.62,3.08,3.8
CAMP_0290,47468,57,LinkedIn,Video,Female,US,35-44,1091764,19969,1895,1.83,2.38,9.49
CAMP_0291,37371,25,Facebook,Text,Male,France,55+,1793808,63183,7521,3.52,0.59,11.9
CAMP_0292,62022,48,Instagram,Image,Female,France,18-24,1736616,32628,3967,1.88,1.9,12.16
CAMP_0293,76229,41,LinkedIn,Text,Female,US,55+,1829496,19796,1105,1.08,3.85,5.58
CAMP_0294,56196,52,Google,Carousel,Female,Australia,35-44,2079252,89542,4168,4.31,0.63,4.65
CAMP_0295,85354,32,Facebook,Carousel,Female,UK,55+,2816682,69357,1538,2.46,1.23,2.22
CAMP_0296,31715,75,TikTok,Carousel,Male,UK,35-44,539155,13019,1409,2.41,2.44,10.82
CAMP_0297,32605,70,YouTube,Text,All,US,35-44,586890,12969,388,2.21,2.51,2.99
CAMP_0298,36174,43,Instagram,Story,Female,UK,45-54,1519308,74468,5562,4.9,0.49,7.47
CAMP_0299,14956,55,Facebook,Image,Male,Germany,35-44,628152,10555,1036,1.68,1.42,9.82
CAMP_0300,81373,27,YouTube,Carousel,Female,India,35-44,2278444,104647,14841,4.59,0.78,14.18
